player,org,agents,rounds,average_combat_score,kill_deaths,kast,average_damage_per_round,kills_per_round,assists_per_round,first_kills_per_round,first_deaths_per_round,headshot_percentage,clutch_success_percentage
kaz,kaz,"killjoy,sova,chamber",377,200.9,0.95,68,133.7,0.71,0.17,0.10,0.11,24,11
DEA,NWG,"raze,jett,neon",418,200.9,0.87,62,130.6,0.71,0.13,0.17,0.21,30,13
Bankroft,S2P,"sage,chamber,cypher",1169,200.8,1.14,74,129.2,0.71,0.25,0.09,0.10,21,20
PateK,Mach,"killjoy,sage,cypher",426,200.7,0.91,66,132.9,0.69,0.20,0.09,0.09,23,9
bNhardneja,hPw,chamber,240,200.7,1.17,68,129.3,0.75,0.12,0.10,0.08,21,9
KhanBigD,AAA,"sage,sova,chamber",206,200.7,0.96,69,131.1,0.69,0.36,0.09,0.10,26,18
iZnoGouD,ex-N,"raze,jett,skye",378,200.5,0.96,64,135.5,0.70,0.21,0.11,0.16,28,23
RyZzi,DSP,"raze,reyna,kayo",284,200.5,0.93,64,133.4,0.69,0.25,0.12,0.17,24,20
naxy,TL,"killjoy,viper,brimstone",486,200.5,1.19,77,132.9,0.72,0.20,0.08,0.06,16,13
doAm,WYG,"raze,sova,breach",386,200.4,1.02,74,133.3,0.68,0.31,0.06,0.05,23,9
Nader,Nader,"sage,breach,skye",322,200.3,1.09,73,126.8,0.73,0.34,0.07,0.09,29,20
Trill,SoaR,"omen,viper,brimstone",409,200.3,1.14,75,129.2,0.72,0.30,0.06,0.06,23,23
ShoT_UP,NYFU,"astra,omen,brimstone",605,200.3,1.13,74,128.0,0.71,0.37,0.09,0.09,26,13
Neiker,PAWN,"yoru,jett,neon",297,200.2,0.92,63,133.6,0.68,0.19,0.13,0.12,31,15
ZK,TSM.A,"reyna,astra,omen",1043,200.2,1.17,74,128.9,0.74,0.31,0.05,0.05,36,14
ohai,TB,"raze,sage,viper",754,200.1,0.97,71,131.2,0.69,0.32,0.09,0.09,30,18
SangoGG,YFPB,"raze,jett",237,200.0,0.87,59,128.0,0.69,0.14,0.17,0.16,22,19
nTK,BAAM,"sage,breach,reyna",455,200.0,1.03,73,131.9,0.71,0.29,0.08,0.10,26,14
Marzil,LE,"sova,breach,chamber",366,200.0,0.96,67,133.5,0.69,0.21,0.11,0.09,30,11
mada,LG,"raze,kayo,skye",305,199.9,0.91,66,135.2,0.70,0.28,0.14,0.16,19,14
TS,ONS,"sova,chamber,skye",492,199.9,1.16,77,135.5,0.69,0.33,0.08,0.08,26,14
Feeqn,WAVE,"killjoy,sage,cypher",401,199.8,1.02,70,132.8,0.67,0.30,0.08,0.07,22,13
flainzz,ING,"killjoy,sage,cypher",403,199.8,1.04,71,132.1,0.69,0.23,0.09,0.11,25,17
thwifo,T1,"killjoy,sage,viper",629,199.8,1.17,74,130.0,0.70,0.25,0.07,0.05,24,15
YESicaN,FCY,"sova,viper,skye",740,199.7,1.12,78,131.2,0.70,0.36,0.08,0.06,25,18
minemosynE,minemosynE,"jett,omen,brimstone",217,199.7,0.94,76,130.6,0.67,0.30,0.12,0.09,23,10
d1msumboi,TS,"killjoy,chamber,cypher",980,199.7,1.12,72,138.7,0.72,0.21,0.10,0.08,29,13
snikk,TH,"raze,sova,skye",786,199.7,1.01,72,132.6,0.71,0.27,0.08,0.08,27,16
aproto,Ghost,"omen,chamber,viper",525,199.7,1.24,78,128.8,0.75,0.30,0.07,0.07,38,12
demon,TOP,"raze,jett,omen",449,199.6,0.84,62,131.9,0.68,0.22,0.15,0.19,21,13
nillyaz,C9A,"sova,breach,skye",233,199.6,0.99,72,129.1,0.67,0.23,0.06,0.05,31,22
amnesia,CLG,"killjoy,sage,chamber",580,199.6,0.99,72,127.2,0.68,0.26,0.10,0.11,18,6
Myd,KDM,"sage,sova,viper",444,199.6,1.06,75,130.8,0.68,0.37,0.04,0.06,23,16
Freyy,NOM,"sage,astra,chamber",284,199.5,1.01,69,129.0,0.70,0.37,0.07,0.10,28,13
kelevra,MLC,"sova,breach,chamber",224,199.5,0.94,68,138.4,0.67,0.27,0.07,0.08,22,27
prozin,SHK,"sage,kayo,skye",267,199.5,0.98,72,126.4,0.70,0.39,0.07,0.10,33,9
jEEE,NS,"sova,astra,viper",484,199.5,0.95,72,133.7,0.69,0.29,0.08,0.11,26,21
Hermes,HM,"jett,astra,neon",472,199.5,0.91,69,129.5,0.70,0.24,0.14,0.12,23,12
Ecard,KG,"breach,omen,brimstone",265,199.4,0.98,69,127.7,0.71,0.29,0.05,0.09,20,14
delz1k,KRÜ,"viper,astra,omen",510,199.4,1.00,76,126.2,0.69,0.38,0.08,0.08,24,12
NagZ,KRÜ,"jett,chamber,sage",510,199.4,1.04,65,128.3,0.71,0.16,0.16,0.15,22,25
WANHEDA,Diam,"killjoy,chamber,viper",251,199.3,0.97,67,131.3,0.71,0.18,0.06,0.07,17,14
ALEKSANDAR,Skwi,"sage,sova,kayo",682,199.3,1.16,75,130.0,0.73,0.31,0.06,0.07,43,17
DxN,GX,"killjoy,sage,chamber",811,199.3,1.02,70,134.5,0.72,0.19,0.10,0.09,20,8
LuoK1ng,KONE,"astra,viper,brimstone",532,199.3,1.04,71,131.0,0.72,0.33,0.09,0.10,27,16
Buffala,Buffala,"killjoy,chamber",264,199.2,1.01,70,136.1,0.70,0.18,0.08,0.07,21,21
AAK,WBG,"killjoy,chamber,skye",923,199.2,1.07,72,130.6,0.73,0.17,0.11,0.09,27,11
Celin,Celin,"viper,omen",290,199.1,1.08,68,134.2,0.70,0.36,0.05,0.07,30,21
bucher1,YaLLa,"breach,skye,cypher",318,199.1,0.95,72,126.8,0.67,0.30,0.08,0.09,23,13
Mazino,KRÜ,"raze,sova,skye",510,199.1,1.01,71,134.4,0.70,0.29,0.07,0.07,22,21
feainnewedd,feainnewedd,"killjoy,breach,brimstone",244,199.0,0.98,70,129.5,0.69,0.37,0.08,0.05,15,11
spasz,spasz,"omen,viper,brimstone",511,198.9,1.15,74,131.0,0.72,0.28,0.06,0.05,32,14
Migstur,Migstur,"chamber,viper",392,198.9,1.00,68,130.9,0.73,0.15,0.10,0.09,26,13
Ember,RNT,"viper,astra,omen",721,198.8,1.01,72,127.4,0.69,0.32,0.07,0.08,26,19
Stefanie,DIG,"raze,jett",556,198.8,0.89,65,131.8,0.68,0.18,0.14,0.18,28,30
supA,CLB,"sova,omen",300,198.6,0.90,68,139.9,0.66,0.27,0.06,0.14,30,19
kurozooted,RIG,"kayo,viper,skye",232,198.6,0.90,72,123.5,0.65,0.37,0.07,0.11,19,12
Jow,FS,"sova,chamber,skye",230,198.6,1.03,73,137.7,0.70,0.30,0.10,0.08,33,12
kato,ATHZ,"killjoy,raze,viper",335,198.6,0.96,72,133.0,0.64,0.27,0.08,0.09,21,13
iFly,XPL,"jett,sage,skye",417,198.6,0.96,66,128.1,0.72,0.21,0.12,0.12,27,3
SouhcNi,FF,"sova,cypher",244,198.5,1.04,73,127.7,0.68,0.25,0.09,0.10,30,29
Minny,EP,"killjoy,sage,viper",488,198.4,1.16,72,129.5,0.74,0.22,0.07,0.07,27,18
BriTSy,VLT,"breach,sova,viper",229,198.4,0.96,70,139.0,0.68,0.29,0.07,0.07,23,12
Carlee,GEN.B,"raze,sova,skye",429,198.4,1.10,75,133.6,0.71,0.34,0.07,0.06,23,15
steel,T1,"sage,sova,chamber",629,198.3,0.99,72,132.8,0.66,0.34,0.11,0.14,19,13
MOJJ,FUT,"killjoy,viper,cypher",218,198.3,1.04,72,130.6,0.70,0.27,0.07,0.09,30,10
Add3r,PK.A,"killjoy,kayo,chamber",701,198.3,1.02,68,130.0,0.71,0.18,0.11,0.09,28,19
Mistic,FNC,"astra,viper,brimstone",403,198.3,1.06,71,131.2,0.72,0.36,0.06,0.04,30,16
Swifts,Swifts,"raze,jett,killjoy",403,198.3,0.83,65,136.4,0.67,0.18,0.15,0.18,22,12
Rexs,BTS,"breach,astra,omen",393,198.2,1.10,74,127.2,0.74,0.31,0.06,0.08,29,14
FuriouzMeow,GFN,"sage,astra,omen",271,198.0,1.02,72,126.8,0.70,0.30,0.06,0.05,22,16
Luke,Luke,"killjoy,breach,chamber",480,197.9,1.04,68,135.4,0.70,0.17,0.09,0.08,30,16
Churraaaa,UBK,"sage,breach,kayo",258,197.9,1.02,74,124.4,0.66,0.41,0.05,0.09,16,17
BulGameR,WYG,"killjoy,viper,brimstone",386,197.9,1.12,72,130.7,0.70,0.25,0.07,0.08,19,12
exy,DK,"breach,kayo,skye",496,197.8,1.08,73,130.3,0.70,0.21,0.10,0.09,33,10
Rustun,OXGA,"killjoy,chamber,omen",1115,197.8,1.00,71,131.7,0.69,0.27,0.12,0.09,22,10
VIPP33R,YaLLa,"viper,chamber,omen",264,197.7,0.87,63,128.4,0.69,0.24,0.11,0.13,28,7
wudiYuChEn,FPX.ZQ,"astra,viper,brimstone",809,197.6,1.04,72,129.8,0.72,0.36,0.08,0.10,26,15
Aery,Aery,"omen,astra,viper",258,197.5,0.85,69,126.7,0.65,0.33,0.10,0.10,23,5
EnS,EnS,"jett,sova,chamber",244,197.5,0.95,72,134.6,0.68,0.23,0.07,0.09,22,9
Sushiboys,XIA,"killjoy,chamber,cypher",745,197.5,1.02,71,131.7,0.69,0.20,0.10,0.08,23,15
oreopheliaa,oreopheliaa,"sage,astra,viper",679,197.4,1.20,76,125.1,0.71,0.38,0.06,0.05,19,14
BuLL3T,BuLL3T,"sova,omen,brimstone",646,197.4,0.92,68,129.9,0.67,0.31,0.06,0.09,24,17
LAMMYSNAX,FS,"raze,sova",482,197.2,1.10,77,135.2,0.68,0.29,0.08,0.05,23,12
ExciteMVP,Wind,"sova,breach,kayo",273,197.0,1.05,68,131.8,0.68,0.27,0.07,0.04,21,22
thebigfiz,BGN,"sage,sova,skye",317,197.0,1.01,74,126.8,0.70,0.25,0.11,0.06,29,16
zeet,EMZ,"killjoy,raze,brimstone",295,196.8,0.82,69,131.9,0.64,0.32,0.06,0.08,21,13
KRAY,TEN,"killjoy,sova,viper",350,196.8,1.08,72,130.0,0.71,0.26,0.08,0.08,28,21
berLIN,KPC,"killjoy,viper,skye",809,196.8,0.96,72,134.0,0.68,0.33,0.09,0.10,30,18
khanartist,BBG.A,"sova,kayo,omen",776,196.7,0.99,71,128.6,0.70,0.31,0.07,0.07,33,12
AC,AC,"omen,astra,viper",387,196.7,0.99,69,133.7,0.71,0.27,0.06,0.08,30,6
bld,Trop,"sage,jett,chamber",482,196.7,1.07,70,130.5,0.72,0.21,0.12,0.14,33,14
sutecas,ODK,"omen,astra,viper",346,196.6,1.08,71,132.8,0.71,0.34,0.07,0.08,30,8
fxy0,OG,"raze,breach,kayo",307,196.5,0.87,74,123.7,0.64,0.52,0.08,0.09,23,6
nerve,CD,"viper,omen,brimstone",1075,196.5,0.99,70,128.0,0.68,0.37,0.07,0.07,28,11
skrawl,BOBO,"sova,viper,skye",397,196.5,1.11,73,131.5,0.68,0.30,0.08,0.07,27,21
biazik,boa,"breach,sova,skye",312,196.4,0.90,71,134.4,0.65,0.33,0.09,0.07,20,14
Town,NBG,"killjoy,chamber,cypher",341,196.4,0.89,65,123.7,0.66,0.21,0.10,0.09,24,2
Brackz,ex-N,"sage,breach,astra",378,196.4,0.92,67,131.5,0.71,0.20,0.10,0.08,28,5
Poti,tier,"omen,brimstone",248,196.3,1.01,71,126.9,0.69,0.35,0.06,0.06,34,10
intox,PUGS,"sage,sova,breach",624,196.3,0.95,73,134.1,0.68,0.32,0.06,0.08,22,11
tayhuhu,B4A,"sage,sova,skye",601,196.1,1.15,77,126.1,0.73,0.33,0.06,0.05,20,11
GuiMa,KG,"viper,sage,omen",249,196.0,0.99,70,125.8,0.69,0.31,0.09,0.06,25,21
corrosion,corrosion,"sage,sova,breach",449,195.9,0.95,69,133.4,0.69,0.27,0.05,0.06,31,11
CatAunty,TiA,"sova,chamber,viper",244,195.9,1.00,75,124.6,0.71,0.25,0.10,0.05,17,20
mija,mija,"sova,kayo,skye",544,195.9,1.01,73,130.8,0.69,0.29,0.05,0.07,26,19
BandiCoot,EXL,"astra,viper,brimstone",260,195.9,1.15,77,126.8,0.70,0.36,0.07,0.07,21,28
Lear,ZMM.B,"jett,sova,astra",649,195.8,1.12,74,125.9,0.70,0.36,0.07,0.10,24,15
SicK,SEN,"raze,sage,astra",264,195.8,0.98,70,133.1,0.71,0.30,0.06,0.11,21,18
blackhawk,M42,"breach,kayo,chamber",431,195.8,0.95,66,128.4,0.69,0.23,0.12,0.11,28,26
venture,TSM.A,"sova,breach,kayo",979,195.8,1.11,77,130.1,0.67,0.40,0.04,0.05,21,17
jcStani,GEN,"astra,chamber,viper",437,195.7,1.02,73,126.0,0.70,0.32,0.07,0.08,28,15
Tiraye,GEN.B,"viper,omen,brimstone",479,195.7,1.06,77,124.0,0.70,0.37,0.06,0.06,26,21
Lok1,CES,"omen,astra,viper",537,195.7,1.01,74,125.5,0.66,0.37,0.06,0.05,25,16
TiduS,GG,"raze,reyna,sova",353,195.7,0.91,69,128.8,0.66,0.26,0.09,0.08,27,10
mindfreak,PRX,"omen,astra,viper",699,195.7,1.17,73,125.0,0.72,0.32,0.06,0.05,26,22
athxna,TSM.X,"killjoy,sova,astra",465,195.6,1.04,75,128.9,0.71,0.31,0.06,0.08,26,8
OMEGA,Totoro,"raze,breach,sova",809,195.6,0.96,71,133.0,0.68,0.33,0.08,0.09,22,14
Whimp,RNT,"sova,breach,skye",613,195.6,0.89,71,130.9,0.65,0.31,0.08,0.07,29,13
Kouf,NBG,"raze,jett,kayo",448,195.5,0.89,66,127.6,0.69,0.19,0.13,0.14,18,22
godvexy,Medal,"sage,sova",453,195.5,0.93,69,125.8,0.68,0.22,0.04,0.04,21,15
THOOMER,THOOMER,"kayo,breach,astra",625,195.5,0.96,73,127.0,0.67,0.38,0.07,0.08,20,13
bazz,FAV,"astra,viper,brimstone",348,195.5,1.02,70,127.3,0.67,0.29,0.08,0.08,23,18
frajola,frajola,"breach,kayo,viper",220,195.4,0.86,72,126.2,0.65,0.40,0.09,0.13,17,11
Temperature,GEN,"sova,breach,skye",276,195.4,1.02,71,131.0,0.68,0.31,0.04,0.07,26,14
bucher,FKS,"killjoy,viper,cypher",553,195.3,1.20,74,129.1,0.72,0.20,0.06,0.04,35,18
Rafaaaa,LE,"sage,sova,kayo",520,195.2,0.90,67,129.6,0.68,0.27,0.06,0.06,24,19
SamuraiDeeper,CGV,"sova,breach,chamber",254,195.2,0.99,75,134.2,0.67,0.35,0.08,0.05,28,20
Shr1mp,Shr1mp,"breach,kayo,skye",382,195.1,0.91,70,132.2,0.68,0.37,0.07,0.08,21,7
GOLD,DSP,"astra,viper",284,195.1,1.01,74,126.1,0.69,0.31,0.05,0.02,34,10
Moves,MARU,"raze,reyna,sova",269,194.9,0.90,65,134.8,0.68,0.23,0.09,0.07,29,12
Esperanza,DK,"sage,sova,skye",496,194.8,1.00,71,127.8,0.69,0.27,0.08,0.09,35,9
plaza,ZMM.S,"sage,chamber,viper",432,194.8,0.97,72,127.4,0.69,0.26,0.08,0.09,28,19
bielmonster,SG,"reyna,kayo,skye",227,194.8,0.88,73,125.5,0.67,0.42,0.11,0.12,25,19
d3ffo,M3C,"raze,jett,neon",286,194.8,0.91,67,129.1,0.63,0.18,0.14,0.18,20,7
iNTRO,DK,"killjoy,chamber,viper",496,194.8,1.08,72,129.4,0.71,0.22,0.05,0.07,31,10
bezn1,NIP,"sage,astra,cypher",613,194.7,0.94,69,126.3,0.67,0.30,0.08,0.10,25,22
Rage,Rage,"astra,viper",264,194.5,1.04,68,131.4,0.69,0.28,0.06,0.08,26,20
fuzari,GLB,"killjoy,viper,cypher",209,194.5,0.98,67,119.7,0.69,0.24,0.08,0.13,20,31
ind1n,Mowi,"raze,jett,kayo",240,194.4,0.87,63,125.8,0.65,0.16,0.15,0.20,22,19
guiih9,Real,"breach,sova,chamber",321,194.4,0.88,68,131.4,0.67,0.28,0.07,0.10,32,14
wrong,Team,"killjoy,sage,chamber",715,194.3,0.92,69,128.6,0.66,0.26,0.07,0.08,20,13
Piano,FCY,"killjoy,sova,neon",200,194.3,0.96,76,127.7,0.67,0.36,0.06,0.05,21,16
Medusa,RC,"killjoy,astra,kayo",263,194.2,0.92,67,131.5,0.66,0.21,0.10,0.12,29,17
alvarxz,IluZ,"kayo,chamber,skye",505,194.2,0.91,66,128.4,0.70,0.26,0.10,0.12,22,4
refinnej,GX3,"sage,breach,kayo",268,194.1,0.95,77,129.4,0.65,0.35,0.06,0.05,24,16
vaiZ,LEV,"chamber,viper,cypher",443,194.1,1.02,71,128.3,0.67,0.22,0.10,0.07,25,12
gucc107,Akre,"viper,sage,omen",666,194.1,0.95,71,128.2,0.67,0.40,0.07,0.09,19,13
FIEND,RAD,"jett,chamber",230,194.1,0.84,70,125.4,0.65,0.23,0.17,0.15,15,6
eskay,eskay,"sage,kayo,viper",724,194.1,0.95,69,126.4,0.68,0.30,0.08,0.11,24,15
grimoire,Roul,"astra,viper,brimstone",905,194.0,1.00,72,127.4,0.70,0.31,0.06,0.06,35,13
valyn,TGRD,"astra,viper,brimstone",578,194.0,1.04,75,124.5,0.68,0.34,0.06,0.07,24,8
genuine,AIM,"breach,kayo,skye",613,194.0,0.90,71,118.9,0.66,0.40,0.12,0.14,20,11
Boltzy,BAL,"killjoy,chamber,viper",304,193.9,0.83,66,130.0,0.65,0.23,0.10,0.11,31,13
hyjinx,MR,"raze,jett,chamber",386,193.9,0.93,68,125.5,0.67,0.17,0.13,0.12,22,
ChurmZ,CD,"sova,breach,chamber",1154,193.9,0.96,68,128.5,0.66,0.29,0.11,0.11,22,16
eXerZ,19,"sage,phoenix,kayo",358,193.9,0.94,70,125.6,0.68,0.28,0.11,0.15,31,13
Welshy,Ahji,"killjoy,sova,chamber",230,193.7,0.82,63,127.0,0.63,0.24,0.08,0.12,18,18
OniBy,OG,"sage,sova,cypher",307,193.6,1.04,78,128.4,0.66,0.34,0.08,0.06,30,17
AnnieDro,C9W,"breach,sova,viper",402,193.6,1.19,76,127.6,0.68,0.29,0.07,0.05,21,20
farewell,Unit,"sova,breach,viper",258,193.6,0.81,64,134.9,0.65,0.28,0.05,0.07,28,8
Nabaki,Insi,"jett,sage,chamber",294,193.6,0.97,68,125.7,0.70,0.19,0.08,0.08,23,15
Mengquan,EDG,"killjoy,viper,cypher",843,193.5,1.11,75,132.1,0.69,0.34,0.06,0.06,31,10
Lazee,Lazee,"viper,omen,brimstone",715,193.4,0.90,70,126.3,0.67,0.35,0.09,0.10,24,20
kakaJESUS,kakaJESUS,"killjoy,chamber,brimstone",302,193.4,0.99,69,124.1,0.68,0.27,0.07,0.10,22,14
LockM,LockM,"breach,sova,kayo",923,193.4,1.07,74,130.6,0.70,0.30,0.09,0.08,32,26
d4v41,PRX,"sova,chamber,viper",699,193.4,1.03,74,130.6,0.68,0.27,0.07,0.06,27,5
baddyG,FPX,"sage,astra,viper",341,193.4,1.07,71,125.3,0.70,0.32,0.09,0.09,25,17
casey,QT,"sage,sova,chamber",249,193.4,1.02,71,126.4,0.72,0.22,0.08,0.09,22,18
crashies,OPTC,"sova,viper,skye",885,193.3,1.01,73,128.8,0.67,0.32,0.07,0.07,26,20
Genghsta,PK,"sova,breach",431,193.3,1.00,73,135.2,0.63,0.36,0.05,0.05,27,17
aniN,TK,"brimstone,kayo,skye",322,193.3,0.87,67,124.5,0.68,0.36,0.11,0.11,18,12
Rossy,TSM,"sage,breach,kayo",566,193.2,1.05,76,129.3,0.69,0.37,0.04,0.06,24,19
axeddy,ODK,"sage,kayo,skye",461,193.2,0.89,74,124.9,0.64,0.37,0.11,0.08,21,18
Sugarfree,LT,"reyna,kayo,skye",334,193.1,0.85,73,131.7,0.67,0.35,0.08,0.05,23,5
Stix,AWAR,"sova,chamber,viper",594,193.1,1.04,73,131.9,0.69,0.28,0.06,0.07,29,14
iDex,S1,"killjoy,chamber,cypher",520,193.0,0.89,68,132.2,0.68,0.15,0.12,0.14,32,14
agM,COL,"killjoy,breach,viper",934,193.0,1.08,71,127.4,0.69,0.20,0.09,0.07,24,17
FirstLove,BLD,"killjoy,breach,chamber",221,192.9,1.05,77,128.2,0.70,0.24,0.07,0.07,16,10
mleqt,TSM.X,"breach,omen,skye",525,192.9,1.00,71,127.8,0.69,0.27,0.09,0.07,23,22
brawk,Ghost,"sova,breach",453,192.8,1.28,80,128.4,0.67,0.40,0.04,0.04,22,24
kazz,AIM,"astra,viper,brimstone",613,192.8,1.05,74,124.5,0.70,0.37,0.06,0.04,27,13
Zest,DRX,"sage,sova,astra",647,192.8,1.15,77,126.6,0.69,0.33,0.07,0.07,28,22
Mazin,FUR,"omen,viper,skye",341,192.8,0.93,72,128.1,0.67,0.21,0.13,0.12,27,11
raphh,Hike,"breach,sova",305,192.7,0.97,72,129.5,0.68,0.30,0.06,0.08,27,12
dip,LT,"raze,jett,sova",921,192.6,0.96,72,125.3,0.72,0.29,0.11,0.11,18,11
w0rldw1de,YFP,"sova,breach,viper",930,192.6,1.02,72,132.0,0.67,0.28,0.06,0.04,30,16
RECIDENT,FNST,"raze,chamber,skye",583,192.6,0.97,71,130.4,0.69,0.27,0.06,0.07,38,16
elvis,IluZ,"jett,chamber",261,192.5,0.90,69,126.7,0.69,0.14,0.19,0.17,25,6
Link,NWG,"killjoy,viper,cypher",415,192.5,0.85,64,127.9,0.66,0.16,0.08,0.09,20,10
10X,NU,"raze,brimstone,neon",472,192.4,0.89,67,124.4,0.67,0.22,0.14,0.15,27,13
GodDead,ONS,"sage,breach,kayo",492,192.2,0.90,69,121.0,0.65,0.33,0.10,0.10,23,18
Ethan,NRG,"sage,sova,chamber",437,192.2,1.01,71,126.9,0.67,0.21,0.10,0.14,22,14
AslaN,BIG,"jett,astra,viper",310,192.2,0.92,65,129.7,0.66,0.25,0.11,0.11,25,10
Naomi,VX,"killjoy,viper,cypher",403,192.2,1.04,71,127.7,0.67,0.16,0.07,0.06,24,15
Shiro,Shiro,"sova,breach,kayo",359,192.1,1.04,76,132.5,0.69,0.27,0.08,0.05,23,25
bdog,LG,"sage,jett,chamber",305,192.1,0.95,66,127.1,0.70,0.22,0.13,0.12,22,13
JN3v1cEEE,FF,"cypher,breach,skye",244,192.0,1.02,76,122.8,0.66,0.23,0.08,0.10,25,4
Cantzer,Cantzer,"sova,cypher",488,192.0,0.96,73,131.1,0.62,0.35,0.05,0.04,22,10
Pashasahil,Kuch,"chamber,omen,brimstone",434,192.0,0.98,71,124.5,0.68,0.29,0.08,0.07,23,19
Starryy,Roul,"sage,sova,kayo",551,191.9,0.87,69,129.2,0.65,0.33,0.06,0.11,19,12
Klamran,Disc,"raze,breach,kayo",274,191.9,0.77,68,126.9,0.63,0.31,0.11,0.12,23,11
P1nA2k4,BAAM,"astra,viper,brimstone",455,191.8,0.99,72,129.6,0.69,0.34,0.05,0.06,37,15
TheNightChe,Lixa,"omen,astra,viper",258,191.8,0.87,64,126.1,0.68,0.21,0.07,0.10,33,9
truo,COL,"chamber,omen,brimstone",934,191.8,1.11,75,124.5,0.69,0.32,0.06,0.07,28,13
Einarhkays,GEEK,"killjoy,sova,cypher",371,191.8,0.94,67,128.7,0.68,0.17,0.07,0.09,20,15
qRaxs,FUT,"sage,kayo,skye",218,191.7,0.95,71,129.3,0.67,0.26,0.10,0.06,32,16
EMENK,19,"killjoy,chamber,viper",358,191.7,1.11,73,122.5,0.70,0.16,0.11,0.07,26,10
Burton,Boom,"sova,breach",244,191.6,0.94,71,128.2,0.64,0.26,0.05,0.05,27,16
shen,ONi,"breach,kayo,skye",580,191.6,0.89,69,126.4,0.66,0.34,0.09,0.09,22,13
Slandy,MSF,"breach,kayo,skye",312,191.6,0.94,72,119.9,0.69,0.31,0.08,0.10,24,3
K1te,Toe,"sage,sova,skye",641,191.6,0.95,71,134.2,0.67,0.27,0.08,0.08,27,15
adverso,LEV,"sova,breach,skye",443,191.6,0.99,74,129.0,0.64,0.37,0.07,0.06,23,18
carlos,FYB,"raze,jett,chamber",322,191.5,0.96,69,128.3,0.67,0.19,0.15,0.11,20,19
artStar,XSET,"chamber,viper,cypher",289,191.5,0.98,74,126.6,0.66,0.30,0.07,0.13,20,11
venOMizzLee,venOMizzLee,sova,302,191.5,0.98,69,126.6,0.69,0.27,0.03,0.08,35,16
mo,TMX,"omen,viper,brimstone",324,191.5,0.91,70,128.5,0.64,0.37,0.08,0.06,21,14
Kachow,OG,"raze,breach,kayo",556,191.4,0.93,73,127.2,0.65,0.33,0.08,0.10,21,15
Lzg,Real,"killjoy,omen,brimstone",321,191.4,0.94,70,123.5,0.69,0.27,0.09,0.09,29,18
Obnoks,BIG,"kayo,chamber,skye",310,191.4,0.96,68,126.4,0.70,0.25,0.05,0.07,29,11
neT,TGRD,"killjoy,chamber,viper",556,191.2,0.96,69,125.4,0.67,0.17,0.10,0.11,31,13
bbreakG,KPI,"sage,chamber,viper",286,191.2,0.83,64,124.3,0.65,0.29,0.07,0.10,28,11
Benkai,PRX,"killjoy,sova,cypher",699,191.2,1.13,75,129.3,0.67,0.29,0.05,0.06,24,24
Shniider,RAAD,"astra,viper",436,191.0,1.02,77,122.7,0.68,0.36,0.05,0.11,36,28
duc7,DXG,"killjoy,sage,chamber",454,191.0,0.98,70,121.5,0.68,0.18,0.06,0.09,22,12
churro,IluZ,"sage,kayo,skye",458,191.0,0.88,66,131.6,0.66,0.24,0.06,0.08,23,10
Kheops,GKE,"reyna,kayo,chamber",393,190.9,0.88,65,130.8,0.67,0.23,0.11,0.10,27,22
Troll,Unkn,"sage,sova,brimstone",432,190.9,0.98,74,126.0,0.66,0.41,0.03,0.04,17,17
drn,TL,"kayo,sage,astra",486,190.8,1.10,72,121.2,0.66,0.42,0.07,0.08,19,17
soulcas,TL,"raze,sova,neon",566,190.8,0.87,72,130.1,0.62,0.33,0.08,0.12,21,14
TiGG,LG,"omen,astra,viper",305,190.8,0.86,70,124.6,0.65,0.44,0.06,0.07,24,12
stax,DRX,"sage,kayo,skye",647,190.8,1.12,76,125.9,0.68,0.33,0.05,0.04,34,20
LEXY,BLD,"sage,breach,viper",524,190.7,0.96,68,121.3,0.68,0.28,0.08,0.11,20,25
Cohburg,Cohburg,"killjoy,chamber,viper",993,190.7,1.06,71,126.5,0.67,0.29,0.09,0.07,27,25
Katashio,Katashio,"skye,viper,brimstone",392,190.7,0.91,72,124.6,0.64,0.43,0.05,0.07,24,20
MrLeonan,MrLeonan,"killjoy,sage,viper",582,190.4,0.94,73,129.3,0.67,0.23,0.08,0.09,23,18
v1c,SoaR,"breach,kayo,skye",409,190.4,0.97,72,126.7,0.66,0.32,0.07,0.09,23,14
roxi,GUILD,"killjoy,chamber",246,190.3,1.01,74,132.3,0.65,0.22,0.10,0.08,20,15
PTC,FS,"breach,kayo,skye",482,190.3,0.96,72,128.1,0.65,0.38,0.08,0.09,21,30
RiceballiNNN,C4,"sova,breach,skye",646,190.1,0.99,71,124.7,0.65,0.30,0.09,0.06,22,19
fznnn,Trop,"cypher,sova,skye",482,190.1,0.96,68,126.0,0.65,0.28,0.06,0.10,24,17
v1xen,VK,"omen,astra,viper",483,190.1,0.96,74,127.1,0.65,0.39,0.08,0.08,24,13
Sarastarr,N2L,sova,507,190.0,0.88,71,124.8,0.63,0.34,0.06,0.07,14,20
Aisling,Aisling,"viper,omen,brimstone",411,190.0,1.02,75,118.2,0.64,0.39,0.08,0.07,17,13
AFoxx,AT,"killjoy,chamber,cypher",267,189.9,1.03,69,131.7,0.72,0.11,0.11,0.09,38,5
roxie,WAVE,"breach,sova",401,189.9,0.95,69,125.1,0.65,0.24,0.07,0.10,34,19
zorrele,GG,"astra,viper,brimstone",353,189.9,0.88,72,128.4,0.63,0.36,0.05,0.05,35,15
